Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,15.661000,15.700100,15.231400,15.270500,4.677873,1275129
2000-01-05,15.231400,15.231400,14.879900,15.075200,4.618047,1086192
2000-01-06,14.840800,16.012501,14.840800,15.973400,4.893195,2624512
2000-01-07,17.066999,17.066999,16.637400,17.066999,5.228202,3593669
2000-01-10,17.730900,17.770000,17.066999,17.613800,5.395707,5805254
2000-01-11,17.809000,17.809000,16.403000,16.559299,5.072677,3144347
2000-01-12,16.793600,17.184200,16.520201,16.715500,5.120526,1796446
2000-01-13,17.848101,17.848101,17.848101,17.848101,5.467480,3669616
2000-01-14,18.551100,19.058800,18.160500,18.980700,5.814434,7887670
2000-01-17,19.332199,20.113300,18.980700,20.113300,6.161387,5553724
2000-01-18,20.308500,21.480200,19.722700,21.089600,6.460462,6993521
2000-01-19,21.089600,21.284901,20.308500,20.699100,6.340838,3769311
2000-01-20,20.308500,20.699100,19.917999,20.699100,6.340838,2404312
2000-01-21,20.699100,20.699100,20.113300,20.503799,6.281012,2015011
2000-01-24,20.503799,21.870701,20.308500,21.870701,6.699739,5131382
2000-01-25,22.261299,23.042400,21.480200,22.456600,6.879221,8048544
2000-01-26,22.261299,22.456600,21.675501,22.261299,6.819393,3690704
2000-01-27,22.261299,22.261299,21.089600,21.675501,6.639944,3139815
2000-01-28,21.284901,21.675501,20.699100,21.480200,6.580116,2057369
2000-01-31,21.284901,22.066000,21.284901,22.066000,6.759567,2880562
2000-02-01,21.870701,22.066000,21.284901,21.675501,6.639944,2212272
2000-02-02,21.675501,21.675501,21.675501,21.675501,6.639944,0
2000-02-03,21.675501,21.675501,21.675501,21.675501,6.639944,0
2000-02-04,21.675501,21.675501,21.675501,21.675501,6.639944,0
2000-02-07,21.675501,21.675501,21.675501,21.675501,6.639944,0
2000-02-08,21.675501,21.675501,21.675501,21.675501,6.639944,0
2000-02-09,21.870701,22.261299,20.699100,21.675501,6.639944,4040468
2000-02-10,21.870701,23.042400,21.870701,23.042400,7.058671,7147560
2000-02-11,24.604601,24.604601,24.604601,24.604601,7.537227,3653961
2000-02-14,26.166800,26.166800,24.409300,24.799900,7.597053,12045161
2000-02-15,25.776199,25.971500,24.409300,25.776199,7.896127,6603162
2000-02-16,26.166800,27.338400,25.971500,26.947901,8.255059,7010648
2000-02-17,26.947901,27.143101,25.776199,26.752600,8.195230,4950075
2000-02-18,26.752600,26.947901,25.776199,26.166800,8.015779,2768668
2000-02-21,28.119499,28.510099,26.166800,26.557301,8.135404,7000406
2000-02-22,26.752600,26.947901,24.995100,26.166800,8.015779,4411741
2000-02-23,24.995100,25.971500,24.995100,25.190399,7.716678,1713000
2000-02-24,25.190399,25.776199,24.409300,24.995100,7.656848,2151844
2000-02-25,24.604601,24.799900,23.628201,24.214001,7.417571,1910133
2000-02-28,24.214001,24.214001,24.214001,24.214001,7.417571,0
2000-02-29,24.214001,24.799900,23.628201,24.214001,7.417571,1198314
2000-03-01,24.214001,25.190399,24.214001,24.995100,7.656848,1628606
2000-03-02,24.995100,25.385700,24.214001,24.409300,7.477398,942341
2000-03-03,24.799900,24.995100,24.409300,24.799900,7.597053,1428761
2000-03-06,26.557301,26.557301,24.995100,25.580900,7.836299,3817705
2000-03-07,25.971500,26.362000,25.385700,25.776199,7.896127,2776757
2000-03-08,25.580900,25.971500,25.190399,25.190399,7.716678,2017679
2000-03-09,25.580900,26.362000,25.190399,25.385700,7.776503,3134310
2000-03-10,25.580900,25.776199,24.018700,24.799900,7.597053,2923066
2000-03-13,24.214001,24.214001,23.237600,23.237600,7.118468,1460099
2000-03-14,22.261299,23.432899,21.870701,22.456600,6.879221,1767541
2000-03-15,22.066000,22.261299,21.284901,21.480200,6.580116,1424408
2000-03-16,20.308500,21.480200,20.113300,20.699100,6.340838,1442332
2000-03-17,20.699100,21.284901,20.503799,21.089600,6.460462,932022
2000-03-20,20.503799,20.503799,20.503799,20.503799,6.281012,23044
2000-03-21,19.917999,21.870701,19.917999,21.870701,6.699739,2365902
2000-03-22,21.675501,22.456600,21.480200,21.480200,6.580116,1956260
2000-03-23,21.675501,22.847099,21.675501,22.847099,6.998844,2652678
2000-03-24,23.432899,24.214001,22.847099,24.018700,7.357745,3318863
2000-03-27,24.018700,24.995100,23.042400,24.409300,7.477398,3505324
2000-03-28,24.409300,24.799900,23.628201,24.214001,7.417571,2417718
2000-03-29,24.214001,24.604601,23.823500,24.409300,7.477398,1423868
2000-03-30,24.995100,25.385700,24.604601,24.995100,7.656848,3382676
2000-03-31,24.604601,24.995100,24.214001,24.214001,7.417571,1416781
2000-04-03,24.214001,24.214001,24.214001,24.214001,7.417571,0
2000-04-04,24.214001,24.214001,24.214001,24.214001,7.417571,0
2000-04-05,24.018700,25.776199,24.018700,25.776199,7.896127,2785824
2000-04-06,26.947901,27.533701,26.752600,27.533701,8.434509,12351850
2000-04-07,27.533701,27.533701,26.166800,26.947901,8.255059,4913965
2000-04-10,27.924200,28.119499,27.143101,27.338400,8.374682,4217143
2000-04-11,27.338400,27.729000,26.166800,26.362000,8.075577,3128782
2000-04-12,26.947901,28.119499,26.557301,27.338400,8.374682,5779047
2000-04-13,26.557301,26.947901,25.776199,26.362000,8.075577,3229302
2000-04-14,26.166800,26.557301,25.776199,26.166800,8.015779,1945980
2000-04-17,24.799900,24.995100,24.214001,24.995100,7.656848,1769305
2000-04-18,25.971500,25.971500,24.995100,25.580900,7.836299,2381275
2000-04-19,26.166800,26.362000,24.995100,24.995100,7.656848,1618287
2000-04-20,24.995100,25.385700,24.604601,25.385700,7.776503,1400939
2000-04-21,25.580900,25.580900,24.995100,24.995100,7.656848,972990
2000-04-24,25.385700,25.776199,24.995100,25.190399,7.716678,2173864
2000-04-25,24.799900,25.190399,23.823500,24.799900,7.597053,1224149
2000-04-26,24.995100,25.190399,23.823500,23.823500,7.297949,2036314
2000-04-27,23.823500,24.214001,23.237600,23.628201,7.238121,1170356
2000-04-28,23.628201,24.995100,23.237600,24.995100,7.656848,1794910
2000-05-01,24.995100,24.995100,24.995100,24.995100,7.656848,0
2000-05-02,24.604601,24.799900,23.823500,24.214001,7.417571,875691
2000-05-03,23.823500,24.018700,23.432899,23.823500,7.297949,765589
2000-05-04,23.432899,24.409300,23.432899,23.823500,7.297949,732328
2000-05-05,23.628201,24.799900,23.628201,24.799900,7.597053,1057486
2000-05-08,25.385700,25.385700,24.409300,24.604601,7.537227,1300734
2000-05-09,24.604601,24.604601,24.604601,24.604601,7.537227,0
2000-05-10,24.604601,24.799900,24.214001,24.214001,7.417571,396877
2000-05-11,23.823500,23.823500,23.042400,23.432899,7.178293,1633599
2000-05-12,23.628201,24.409300,23.432899,24.018700,7.357745,937143
2000-05-15,24.604601,24.604601,24.018700,24.018700,7.357745,696456
2000-05-16,23.823500,24.409300,23.628201,24.409300,7.477398,611959
2000-05-17,24.604601,25.580900,24.409300,25.385700,7.776503,3033444
2000-05-18,25.385700,25.385700,24.604601,24.799900,7.597053,1203742
2000-05-19,24.604601,24.995100,24.604601,24.995100,7.656848,1111513
2000-05-22,24.214001,24.409300,24.018700,24.214001,7.417571,711819
2000-05-23,24.214001,24.214001,23.628201,23.823500,7.297949,734874
2000-05-24,23.432899,23.628201,23.042400,23.237600,7.118468,1375628
2000-05-25,23.432899,23.823500,22.847099,22.847099,6.998844,1180646
2000-05-26,22.847099,23.432899,22.456600,23.042400,7.058671,892429
2000-05-29,23.237600,23.823500,23.042400,23.628201,7.238121,735263
2000-05-30,23.628201,23.628201,23.628201,23.628201,7.238121,0
2000-05-31,24.409300,24.799900,24.409300,24.604601,7.537227,1833318
2000-06-01,24.799900,24.799900,24.214001,24.604601,7.537227,2693646
2000-06-02,25.043900,25.834801,25.043900,25.202101,7.720260,2522566
2000-06-05,25.360300,25.465700,24.674900,24.833000,7.607194,620210
2000-06-06,24.833000,24.833000,24.833000,24.833000,7.607194,0
2000-06-07,24.780300,24.780300,24.253099,24.516701,7.510299,745405
2000-06-08,24.780300,25.465700,24.253099,25.254801,7.736404,1265076
2000-06-09,25.149401,25.149401,24.516701,24.833000,7.607194,411577
2000-06-12,24.833000,25.043900,24.358500,24.464001,7.494155,438130
2000-06-13,24.253099,24.464001,23.778601,23.884001,7.316483,386920
2000-06-14,23.884001,24.358500,23.884001,23.989500,7.348802,380938
2000-06-15,24.147600,24.253099,23.831301,23.989500,7.348802,295880
2000-06-16,23.989500,24.622200,23.989500,24.411200,7.477981,411577
2000-06-19,23.884001,23.936701,23.356800,23.831301,7.300338,385023
2000-06-20,23.831301,23.989500,23.251301,23.989500,7.348802,280707
2000-06-21,23.567699,23.778601,23.251301,23.567699,7.219588,165010
2000-06-22,23.462200,23.620399,23.304100,23.620399,7.235732,206737
2000-06-23,23.620399,23.620399,23.145901,23.304100,7.138840,191563
2000-06-26,23.093100,23.093100,22.144100,22.196800,6.799635,326227
2000-06-27,21.775000,22.355000,21.616899,22.091400,6.767347,375540
2000-06-28,21.669600,21.933201,21.247801,21.616899,6.621991,328123
2000-06-29,21.616899,22.038700,21.353300,21.616899,6.621991,371785
2000-06-30,21.722300,21.985901,21.616899,21.880501,6.702742,297777
2000-07-03,21.880501,21.880501,21.880501,21.880501,6.702742,0
2000-07-04,21.880501,21.880501,21.880501,21.880501,6.702742,0
2000-07-05,21.880501,21.880501,21.880501,21.880501,6.702742,0
2000-07-06,21.880501,21.880501,21.880501,21.880501,6.702742,0
2000-07-07,21.880501,21.880501,21.880501,21.880501,6.702742,0
2000-07-10,21.880501,21.880501,21.880501,21.880501,6.702742,0
2000-07-11,21.880501,21.880501,21.880501,21.880501,6.702742,0
2000-07-12,21.880501,21.880501,21.880501,21.880501,6.702742,0
2000-07-13,21.880501,21.880501,21.880501,21.880501,6.702742,0
